r_1,x_1,r_2,T,gamma_1,gamma_2
5.8486,0.58,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.59,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.6,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.61,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.62,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.63,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.64,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.65,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.66,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.67,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.68,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.69,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.7,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.71,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.72,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.73,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.74,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.75,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.76,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.77,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.78,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.79,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.8,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.81,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.82,1.4311,335.9685,0.072088076,1.706290538
5.8486,0.83,1.4311,336.1211,0.069516734,1.717755851
5.8486,0.84,1.4311,336.6556,0.061649978,1.754230657
5.8486,0.85,1.4311,337.2762,0.054222999,1.790763974
5.8486,0.86,1.4311,337.9977,0.047246116,1.827240828
5.8486,0.87,1.4311,338.8384,0.040709988,1.863514079
5.8486,0.88,1.4311,339.8206,0.034642943,1.899390406
5.8486,0.89,1.4311,340.9731,0.029034393,1.93462384
5.8486,0.9,1.4311,342.3321,0.02391182,1.968895382
5.8486,0.91,1.4311,343.9449,0.019253457,2.001784008
5.8486,0.92,1.4311,345.8742,0.015095488,2.03273377
5.8486,0.93,1.4311,348.2048,0.011444264,2.060996218
5.8486,0.94,1.4311,351.0545,0.00828558,2.085549103
5.8486,0.95,1.4311,354.592,0.005644042,2.104967953
5.8486,0.96,1.4311,359.0671,0.003523784,2.117215295
5.8486,0.97,1.4311,364.8657,0.001918159,2.119307479
5.8486,0.98,1.4311,372.6102,0.000809672,2.106747809
5.8486,0.99,1.4311,383.346,0.000189982,2.072667399
5.8486,1.0,1.4311,398.839,0.0,2.007006592
3.9243,0.0,8.5462,489.517,1.351247326,0.0
3.9243,0.01,8.5462,473.171,1.3921472,0.00013999
3.9243,0.02,8.5462,460.091,1.42003615,0.000589826
3.9243,0.03,8.5462,449.872,1.435291647,0.001409007
3.9243,0.04,8.5462,441.869,1.440112341,0.0026066
3.9243,0.05,8.5462,435.516,1.436856763,0.004191205
3.9243,0.06,8.5462,430.39,1.427493884,0.006180859
3.9243,0.07,8.5462,426.187,1.41353981,0.008573145
3.9243,0.08,8.5462,422.691,1.396130824,0.011365171
3.9243,0.09,8.5462,419.747,1.376127857,0.014543725
3.9243,0.1,8.5462,417.24,1.354173981,0.018114929
3.9243,0.11,8.5462,415.086,1.330765795,0.022064773
3.9243,0.12,8.5462,413.219,1.30628207,0.026378995
3.9243,0.13,8.5462,411.59,1.281019953,0.03107222
3.9243,0.14,8.5462,410.16,1.255211397,0.036119756
3.9243,0.15,8.5462,408.896,1.229040956,0.041516154
3.9243,0.16,8.5462,407.774,1.202650931,0.047274731
3.9243,0.17,8.5462,406.774,1.176162662,0.053370136
3.9243,0.18,8.5462,405.879,1.149663387,0.059796043
3.9243,0.19,8.5462,405.075,1.123233354,0.066564592
3.9243,0.2,8.5462,404.35,1.096930876,0.0736593
3.9243,0.21,8.5462,403.694,1.070802489,0.081082167
3.9243,0.22,8.5462,403.099,1.044887972,0.088825564
3.9243,0.23,8.5462,402.559,1.019219092,0.096881672
3.9243,0.24,8.5462,402.066,0.993825682,0.105260511
3.9243,0.25,8.5462,401.616,0.968719981,0.11395349
3.9243,0.26,8.5462,401.204,0.943921463,0.122951876
3.9243,0.27,8.5462,400.825,0.919441762,0.13226434
3.9243,0.28,8.5462,400.478,0.895291789,0.141890111
3.9243,0.29,8.5462,400.158,0.871477449,0.151819393
3.9243,0.3,8.5462,399.862,0.848003326,0.16205082
3.9243,0.31,8.5462,399.589,0.824872568,0.17259945
3.9243,0.32,8.5462,399.336,0.802086784,0.183445924
3.9243,0.33,8.5462,399.101,0.779650512,0.194604149
3.9243,0.34,8.5462,398.882,0.757562257,0.206070635
3.9243,0.35,8.5462,398.678,0.735823455,0.21784152
3.9243,0.36,8.5462,398.488,0.714429105,0.229920536
3.9243,0.37,8.5462,398.311,0.693377154,0.242310683
3.9243,0.38,8.5462,398.144,0.672668925,0.255014242
3.9243,0.39,8.5462,397.988,0.652299144,0.268032783
3.9243,0.4,8.5462,397.84,0.632265963,0.281367175
3.9243,0.41,8.5462,397.701,0.612571414,0.295017602
3.9243,0.42,8.5462,397.57,0.593210816,0.308990918
3.9243,0.43,8.5462,397.445,0.574172185,0.323292912
3.9243,0.44,8.5462,397.327,0.555464325,0.337914054
3.9243,0.45,8.5462,397.214,0.537083839,0.352865698
3.9243,0.46,8.5462,397.106,0.519019958,0.368150843
3.9243,0.47,8.5462,397.002,0.501272134,0.383778307
3.9243,0.48,8.5462,396.903,0.483844895,0.399742096
3.9243,0.49,8.5462,396.807,0.466723255,0.416055498
3.9243,0.5,8.5462,396.714,0.449915711,0.432717044
3.9243,0.51,8.5462,396.624,0.433417443,0.449737144
3.9243,0.52,8.5462,396.536,0.417222386,0.46711822
3.9243,0.53,8.5462,396.45,0.401329903,0.484861453
3.9243,0.54,8.5462,396.366,0.385738478,0.502978919
3.9243,0.55,8.5462,396.283,0.37044569,0.52147472
3.9243,0.56,8.5462,396.201,0.355448192,0.540357241
3.9243,0.57,8.5462,396.121,0.340748793,0.559627216
3.9243,0.58,8.5462,396.04,0.326342533,0.579300761
3.9243,0.59,8.5462,395.96,0.312230772,0.599374818
3.9243,0.6,8.5462,395.88,0.298406856,0.619861178
3.9243,0.61,8.5462,395.8,0.284878145,0.640774356
3.9243,0.62,8.5462,395.72,0.271636528,0.662110487
3.9243,0.63,8.5462,395.639,0.258680565,0.68388946
3.9243,0.64,8.5462,395.557,0.246015972,0.706112763
3.9243,0.65,8.5462,395.475,0.233640268,0.728794208
3.9243,0.66,8.5462,395.391,0.221558295,0.751944251
3.9243,0.67,8.5462,395.306,0.209758368,0.775565526
3.9243,0.68,8.5462,395.22,0.198252319,0.799680508
3.9243,0.69,8.5462,395.131,0.187035429,0.824289472
3.9243,0.7,8.5462,395.042,0.176110642,0.84941134
3.9243,0.71,8.5462,394.95,0.16548054,0.875056152
3.9243,0.72,8.5462,394.856,0.155138763,0.901233945
3.9243,0.73,8.5462,394.76,0.14509552,0.927962353
3.9243,0.74,8.5462,394.661,0.135352234,0.955249872
3.9243,0.75,8.5462,394.56,0.125901106,0.983119129
3.9243,0.76,8.5462,394.457,0.116760291,1.011575457
3.9243,0.77,8.5462,394.35,0.107912257,1.040644135
3.9243,0.78,8.5462,394.241,0.09938369,1.070332834
3.9243,0.79,8.5462,394.129,0.091156109,1.100663517
3.9243,0.8,8.5462,394.013,0.0832468,1.131650468
3.9243,0.81,8.5462,393.894,0.075654633,1.163316421
3.9243,0.82,8.5462,393.772,0.068387355,1.195678502
3.9243,0.83,8.5462,393.647,0.06144311,1.228754193
3.9243,0.84,8.5462,393.517,0.054838503,1.262569017
3.9243,0.85,8.5462,393.384,0.048561567,1.297143424
3.9243,0.86,8.5462,393.247,0.042637945,1.332497937
3.9243,0.87,8.5462,393.107,0.037054908,1.368659782
3.9243,0.88,8.5462,392.962,0.03182807,1.405653263
3.9243,0.89,8.5462,392.813,0.026963204,1.443503746
3.9243,0.9,8.5462,392.66,0.022475523,1.48223616
3.9243,0.91,8.5462,392.503,0.018360411,1.52188457
3.9243,0.92,8.5462,392.342,0.014632422,1.562474179
3.9243,0.93,8.5462,392.176,0.011305847,1.604039366
3.9243,0.94,8.5462,392.006,0.00838475,1.646610376
3.9243,0.95,8.5462,391.832,0.005872722,1.690223114
3.9243,0.96,8.5462,391.653,0.003792798,1.734912183
3.9243,0.97,8.5462,391.471,0.002157671,1.780717059
3.9243,0.98,8.5462,391.284,0.00096953,1.827676655
3.9243,0.99,8.5462,391.093,0.000249969,1.875830973
3.9243,1.0,8.5462,390.899,0.0,1.92522336
8.5462,0.0,3.9243,390.899,1.92522336,0.0
8.5462,0.01,3.9243,391.093,1.875830973,0.000249969
8.5462,0.02,3.9243,391.284,1.827676655,0.00096953
8.5462,0.03,3.9243,391.471,1.780717059,0.002157671
8.5462,0.04,3.9243,391.653,1.734912183,0.003792798
8.5462,0.05,3.9243,391.832,1.690223114,0.005872722
8.5462,0.06,3.9243,392.006,1.646610376,0.00838475
8.5462,0.07,3.9243,392.176,1.604039366,0.011305847
8.5462,0.08,3.9243,392.342,1.562474179,0.014632422
8.5462,0.09,3.9243,392.503,1.52188457,0.018360411
8.5462,0.1,3.9243,392.66,1.48223616,0.022475523
8.5462,0.11,3.9243,392.813,1.443503746,0.026963204
8.5462,0.12,3.9243,392.962,1.405653263,0.03182807
8.5462,0.13,3.9243,393.107,1.368659782,0.037054908
8.5462,0.14,3.9243,393.247,1.332497937,0.042637945
8.5462,0.15,3.9243,393.384,1.297143424,0.048561567
8.5462,0.16,3.9243,393.517,1.262569017,0.054838503
8.5462,0.17,3.9243,393.647,1.228754193,0.06144311
8.5462,0.18,3.9243,393.772,1.195678502,0.068387355
8.5462,0.19,3.9243,393.894,1.163316421,0.075654633
8.5462,0.2,3.9243,394.013,1.131650468,0.0832468
8.5462,0.21,3.9243,394.129,1.100663517,0.091156109
8.5462,0.22,3.9243,394.241,1.070332834,0.09938369
8.5462,0.23,3.9243,394.35,1.040644135,0.107912257
8.5462,0.24,3.9243,394.457,1.011575457,0.116760291
8.5462,0.25,3.9243,394.56,0.983119129,0.125901106
8.5462,0.26,3.9243,394.661,0.955249872,0.135352234
8.5462,0.27,3.9243,394.76,0.927962353,0.14509552
8.5462,0.28,3.9243,394.856,0.901233945,0.155138763
8.5462,0.29,3.9243,394.95,0.875056152,0.16548054
8.5462,0.3,3.9243,395.042,0.84941134,0.176110642
8.5462,0.31,3.9243,395.131,0.824289472,0.187035429
8.5462,0.32,3.9243,395.22,0.799680508,0.198252319
8.5462,0.33,3.9243,395.306,0.775565526,0.209758368
8.5462,0.34,3.9243,395.391,0.751944251,0.221558295
8.5462,0.35,3.9243,395.475,0.728794208,0.233640268
8.5462,0.36,3.9243,395.557,0.706112763,0.246015972
8.5462,0.37,3.9243,395.639,0.68388946,0.258680565
8.5462,0.38,3.9243,395.72,0.662110487,0.271636528
8.5462,0.39,3.9243,395.8,0.640774356,0.284878145
8.5462,0.4,3.9243,395.88,0.619861178,0.298406856
8.5462,0.41,3.9243,395.96,0.599374818,0.312230772
8.5462,0.42,3.9243,396.04,0.579300761,0.326342533
8.5462,0.43,3.9243,396.121,0.559627216,0.340748793
8.5462,0.44,3.9243,396.201,0.540357241,0.355448192
8.5462,0.45,3.9243,396.283,0.52147472,0.37044569
8.5462,0.46,3.9243,396.366,0.502978919,0.385738478
8.5462,0.47,3.9243,396.45,0.484861453,0.401329903
8.5462,0.48,3.9243,396.536,0.46711822,0.417222386
8.5462,0.49,3.9243,396.624,0.449737144,0.433417443
8.5462,0.5,3.9243,396.714,0.432717044,0.449915711
8.5462,0.51,3.9243,396.807,0.416055498,0.466723255
8.5462,0.52,3.9243,396.903,0.399742096,0.483844895
8.5462,0.53,3.9243,397.002,0.383778307,0.501272134
8.5462,0.54,3.9243,397.106,0.368150843,0.519019958
8.5462,0.55,3.9243,397.214,0.352865698,0.537083839
8.5462,0.56,3.9243,397.327,0.337914054,0.555464325
8.5462,0.57,3.9243,397.445,0.323292912,0.574172185
8.5462,0.58,3.9243,397.57,0.308990918,0.593210816
8.5462,0.59,3.9243,397.701,0.295017602,0.612571414
8.5462,0.6,3.9243,397.84,0.281367175,0.632265963
8.5462,0.61,3.9243,397.988,0.268032783,0.652299144
8.5462,0.62,3.9243,398.144,0.255014242,0.672668925
8.5462,0.63,3.9243,398.311,0.242310683,0.693377154
8.5462,0.64,3.9243,398.488,0.229920536,0.714429105
8.5462,0.65,3.9243,398.678,0.21784152,0.735823455
8.5462,0.66,3.9243,398.882,0.206070635,0.757562257
8.5462,0.67,3.9243,399.101,0.194604149,0.779650512
8.5462,0.68,3.9243,399.336,0.183445924,0.802086784
8.5462,0.69,3.9243,399.589,0.17259945,0.824872568
8.5462,0.7,3.9243,399.862,0.16205082,0.848003326
8.5462,0.71,3.9243,400.158,0.151819393,0.871477449
8.5462,0.72,3.9243,400.478,0.141890111,0.895291789
8.5462,0.73,3.9243,400.825,0.13226434,0.919441762
8.5462,0.74,3.9243,401.204,0.122951876,0.943921463
8.5462,0.75,3.9243,401.616,0.11395349,0.968719981
8.5462,0.76,3.9243,402.066,0.105260511,0.993825682
8.5462,0.77,3.9243,402.559,0.096881672,1.019219092
8.5462,0.78,3.9243,403.099,0.088825564,1.044887972
8.5462,0.79,3.9243,403.694,0.081082167,1.070802489
8.5462,0.8,3.9243,404.35,0.0736593,1.096930876
8.5462,0.81,3.9243,405.075,0.066564592,1.123233354
8.5462,0.82,3.9243,405.879,0.059796043,1.149663387
8.5462,0.83,3.9243,406.774,0.053370136,1.176162662
8.5462,0.84,3.9243,407.774,0.047274731,1.202650931
8.5462,0.85,3.9243,408.896,0.041516154,1.229040956
8.5462,0.86,3.9243,410.16,0.036119756,1.255211397
8.5462,0.87,3.9243,411.59,0.03107222,1.281019953
8.5462,0.88,3.9243,413.219,0.026378995,1.30628207
8.5462,0.89,3.9243,415.086,0.022064773,1.330765795
8.5462,0.9,3.9243,417.24,0.018114929,1.354173981
8.5462,0.91,3.9243,419.747,0.014543725,1.376127857
8.5462,0.92,3.9243,422.691,0.011365171,1.396130824
8.5462,0.93,3.9243,426.187,0.008573145,1.41353981
8.5462,0.94,3.9243,430.39,0.006180859,1.427493884
8.5462,0.95,3.9243,435.516,0.004191205,1.436856763
8.5462,0.96,3.9243,441.869,0.0026066,1.440112341
8.5462,0.97,3.9243,449.872,0.001409007,1.435291647
8.5462,0.98,3.9243,460.091,0.000589826,1.42003615
8.5462,0.99,3.9243,473.171,0.00013999,1.3921472
8.5462,1.0,3.9243,489.517,0.0,1.351247326
2.5755,0.0,6.523,423.805,2.028266661,0.0
2.5755,0.01,6.523,403.159,2.10920906,0.000269964
2.5755,0.02,6.523,390.063,2.140600139,0.001169316
2.5755,0.03,6.523,381.337,2.140718892,0.002756198
2.5755,0.04,6.523,375.204,2.121859063,0.005027342
2.5755,0.05,6.523,370.7044,2.091372583,0.00796817
2.5755,0.06,6.523,367.2937,2.05370698,0.011562891
2.5755,0.07,6.523,364.6419,2.011637695,0.015755232
2.5755,0.08,6.523,362.5386,1.966954302,0.020537651
2.5755,0.09,6.523,360.8435,1.920832605,0.02586266
2.5755,0.1,6.523,359.4596,1.874062697,0.031711823
2.5755,0.11,6.523,358.3172,1.827182918,0.038056574
2.5755,0.12,6.523,357.3692,1.780545157,0.044868198
2.5755,0.13,6.523,356.571,1.734426923,0.052136938
2.5755,0.14,6.523,355.899,1.688975262,0.05984314
2.5755,0.15,6.523,355.3302,1.644308794,0.067957669
2.5755,0.16,6.523,354.8431,1.600510179,0.076488707
2.5755,0.17,6.523,354.4327,1.557594993,0.085397576
2.5755,0.18,6.523,354.0791,1.515617223,0.094691807
2.5755,0.19,6.523,353.7769,1.474614257,0.104341997
2.5755,0.2,6.523,353.5187,1.434453374,0.114381702
2.5755,0.21,6.523,353.2906,1.395276402,0.124763063
2.5755,0.22,6.523,353.1052,1.356978829,0.135483237
2.5755,0.23,6.523,352.941,1.319588159,0.1465562
2.5755,0.24,6.523,352.8033,1.283081538,0.157952017
2.5755,0.25,6.523,352.6827,1.247379935,0.16970058
2.5755,0.26,6.523,352.5847,1.212518188,0.181771405
2.5755,0.27,6.523,352.5004,1.178458054,0.194176014
2.5755,0.28,6.523,352.4299,1.145174576,0.206908473
2.5755,0.29,6.523,352.4044,1.131966468,0.212131137
2.5755,0.3,6.523,352.4043,1.131918107,0.212147314
2.5755,0.31,6.523,352.4043,1.131872968,0.212171579
2.5755,0.32,6.523,352.4043,1.131837501,0.212179667
2.5755,0.33,6.523,352.4043,1.131805256,0.212195843
2.5755,0.34,6.523,352.4043,1.131776235,0.212203931
2.5755,0.35,6.523,352.4043,1.131753663,0.212220107
2.5755,0.36,6.523,352.4043,1.131734314,0.212228195
2.5755,0.37,6.523,352.4043,1.131714966,0.212228195
2.5755,0.38,6.523,352.4043,1.131698842,0.212236283
2.5755,0.39,6.523,352.4043,1.131685942,0.21224437
2.5755,0.4,6.523,352.4043,1.131676267,0.21224437
2.5755,0.41,6.523,352.4043,1.131663368,0.212252458
2.5755,0.42,6.523,352.4043,1.131656918,0.212252458
2.5755,0.43,6.523,352.4043,1.131650468,0.212260546
2.5755,0.44,6.523,352.4043,1.131644018,0.212260546
2.5755,0.45,6.523,352.4043,1.131637568,0.212260546
2.5755,0.46,6.523,352.4043,1.131631118,0.212260546
2.5755,0.47,6.523,352.4043,1.131627892,0.212268633
2.5755,0.48,6.523,352.4043,1.131624667,0.212268633
2.5755,0.49,6.523,352.4043,1.131621442,0.212268633
2.5755,0.5,6.523,352.4043,1.131618217,0.212268633
2.5755,0.51,6.523,352.4043,1.131618217,0.212268633
2.5755,0.52,6.523,352.4043,1.131614992,0.212268633
2.5755,0.53,6.523,352.4043,1.131611767,0.212268633
2.5755,0.54,6.523,352.4043,1.131611767,0.212276721
2.5755,0.55,6.523,352.4043,1.131611767,0.212276721
2.5755,0.56,6.523,352.4043,1.131608542,0.212276721
2.5755,0.57,6.523,352.4043,1.131608542,0.212276721
2.5755,0.58,6.523,352.4043,1.131608542,0.212276721
2.5755,0.59,6.523,352.4043,1.131608542,0.212276721
2.5755,0.6,6.523,352.4043,1.131605317,0.212276721
2.5755,0.61,6.523,352.4043,1.131605317,0.212276721
2.5755,0.62,6.523,352.4043,1.131605317,0.212276721
2.5755,0.63,6.523,352.4043,1.131605317,0.212276721
2.5755,0.64,6.523,352.4043,1.131605317,0.212276721
2.5755,0.65,6.523,352.4043,1.131605317,0.212276721
2.5755,0.66,6.523,352.4043,1.131605317,0.212276721
2.5755,0.67,6.523,352.4043,1.131605317,0.212276721
2.5755,0.68,6.523,352.4043,1.131605317,0.212276721
2.5755,0.69,6.523,352.4043,1.131602091,0.212276721
2.5755,0.7,6.523,352.4043,1.131602091,0.212276721
2.5755,0.71,6.523,352.4043,1.131602091,0.212276721
2.5755,0.72,6.523,352.4016,0.201977114,1.150594179
2.5755,0.73,6.523,352.3813,0.189321996,1.184019046
2.5755,0.74,6.523,352.3586,0.177007462,1.218227719
2.5755,0.75,6.523,352.3333,0.165048228,1.253248565
2.5755,0.76,6.523,352.3056,0.15343328,1.289108674
2.5755,0.77,6.523,352.2753,0.142176416,1.325840818
2.5755,0.78,6.523,352.2426,0.131273846,1.363470876
2.5755,0.79,6.523,352.2074,0.120738663,1.402037288
2.5755,0.8,6.523,352.1699,0.110574897,1.441570588
2.5755,0.81,6.523,352.13,0.100777028,1.482106688
2.5755,0.82,6.523,352.0879,0.091366048,1.523683926
2.5755,0.83,6.523,352.0438,0.082344672,1.566342502
2.5755,0.84,6.523,351.9977,0.073715038,1.610125676
2.5755,0.85,6.523,351.9499,0.065497436,1.655074538
2.5755,0.86,6.523,351.9006,0.057693271,1.701236479
2.5755,0.87,6.523,351.8503,0.050312814,1.748660579
2.5755,0.88,6.523,351.7993,0.043375531,1.797396882
2.5755,0.89,6.523,351.748,0.036881441,1.847503179
2.5755,0.9,6.523,351.697,0.030858928,1.899032655
2.5755,0.91,6.523,351.647,0.025307058,1.952048414
2.5755,0.92,6.523,351.599,0.020253506,2.006611407
2.5755,0.93,6.523,351.5538,0.015715856,2.062788649
2.5755,0.94,6.523,351.5127,0.011701272,2.120651861
2.5755,0.95,6.523,351.4772,0.008235991,2.180273946
2.5755,0.96,6.523,351.449,0.005345686,2.24173257
2.5755,0.97,6.523,351.4304,0.003055328,2.305111898
2.5755,0.98,6.523,351.4238,0.001379049,2.370486703
2.5755,0.99,6.523,351.4325,0.000349939,2.437963529
2.5755,1.0,6.523,351.4603,0.0,2.507621699
6.523,0.0,2.5755,351.4603,2.507621699,0.0
6.523,0.01,2.5755,351.4325,2.437963529,0.000349939
6.523,0.02,2.5755,351.4238,2.370486703,0.001379049
6.523,0.03,2.5755,351.4304,2.305111898,0.003055328
6.523,0.04,2.5755,351.449,2.24173257,0.005345686
6.523,0.05,2.5755,351.4772,2.180273946,0.008235991
6.523,0.06,2.5755,351.5127,2.120651861,0.011701272
6.523,0.07,2.5755,351.5538,2.062788649,0.015715856
6.523,0.08,2.5755,351.599,2.006611407,0.020253506
6.523,0.09,2.5755,351.647,1.952048414,0.025307058
6.523,0.1,2.5755,351.697,1.899032655,0.030858928
6.523,0.11,2.5755,351.748,1.847503179,0.036881441
6.523,0.12,2.5755,351.7993,1.797396882,0.043375531
6.523,0.13,2.5755,351.8503,1.748660579,0.050312814
6.523,0.14,2.5755,351.9007,1.701234655,0.057693271
6.523,0.15,2.5755,351.9499,1.655072627,0.065497436
6.523,0.16,2.5755,351.9977,1.610125676,0.073715038
6.523,0.17,2.5755,352.0438,1.566342502,0.082344672
6.523,0.18,2.5755,352.0878,1.523683926,0.091366048
6.523,0.19,2.5755,352.1299,1.482106688,0.100777028
6.523,0.21,2.5755,352.2073,1.402037288,0.120738663
6.523,0.22,2.5755,352.2415,1.363473433,0.131273846
6.523,0.23,2.5755,352.2736,1.325843474,0.142176416
6.523,0.26,2.5755,352.3586,1.218227719,0.177007462
6.523,0.27,2.5755,352.3812,1.184019046,0.189321996
6.523,0.28,2.5755,352.4016,1.150594179,0.201977114
6.523,0.29,2.5755,352.4044,0.212058337,1.132159889
6.523,0.3,2.5755,352.4043,0.212082604,1.132085749
6.523,0.31,2.5755,352.4043,0.212114959,1.132018051
6.523,0.32,2.5755,352.4043,0.212131137,1.13196002
6.523,0.33,2.5755,352.4043,0.212155402,1.131911659
6.523,0.34,2.5755,352.4043,0.212171579,1.131869744
6.523,0.35,2.5755,352.4043,0.212187755,1.131834276
6.523,0.36,2.5755,352.4043,0.212195843,1.131802032
6.523,0.37,2.5755,352.4043,0.212212019,1.13177301
6.523,0.38,2.5755,352.4043,0.212220107,1.131750438
6.523,0.39,2.5755,352.4043,0.212228195,1.13173109
6.523,0.4,2.5755,352.4043,0.212236283,1.131711741
6.523,0.41,2.5755,352.4043,0.212236283,1.131698842
6.523,0.42,2.5755,352.4043,0.21224437,1.131685942
6.523,0.43,2.5755,352.4043,0.21224437,1.131673043
6.523,0.44,2.5755,352.4043,0.212252458,1.131663368
6.523,0.45,2.5755,352.4043,0.212252458,1.131656918
6.523,0.46,2.5755,352.4043,0.212260546,1.131647243
6.523,0.47,2.5755,352.4043,0.212260546,1.131640793
6.523,0.48,2.5755,352.4043,0.212260546,1.131637568
6.523,0.49,2.5755,352.4043,0.212268633,1.131631118
6.523,0.5,2.5755,352.4043,0.212268633,1.131627892
6.523,0.51,2.5755,352.4043,0.212268633,1.131624667
6.523,0.52,2.5755,352.4043,0.212268633,1.131621442
6.523,0.53,2.5755,352.4043,0.212268633,1.131618217
6.523,0.54,2.5755,352.4043,0.212268633,1.131618217
6.523,0.55,2.5755,352.4043,0.212268633,1.131614992
6.523,0.56,2.5755,352.4043,0.212268633,1.131611767
6.523,0.57,2.5755,352.4043,0.212276721,1.131611767
6.523,0.58,2.5755,352.4043,0.212276721,1.131611767
6.523,0.59,2.5755,352.4043,0.212276721,1.131608542
6.523,0.6,2.5755,352.4043,0.212276721,1.131608542
6.523,0.61,2.5755,352.4043,0.212276721,1.131608542
6.523,0.62,2.5755,352.4043,0.212276721,1.131605317
6.523,0.63,2.5755,352.4043,0.212276721,1.131605317
6.523,0.64,2.5755,352.4043,0.212276721,1.131605317
6.523,0.65,2.5755,352.4043,0.212276721,1.131605317
6.523,0.66,2.5755,352.4043,0.212276721,1.131605317
6.523,0.67,2.5755,352.4043,0.212276721,1.131605317
6.523,0.68,2.5755,352.4043,0.212276721,1.131605317
6.523,0.69,2.5755,352.4043,0.212276721,1.131605317
6.523,0.7,2.5755,352.4043,0.212276721,1.131605317
6.523,0.71,2.5755,352.4043,0.212276721,1.131605317
6.523,0.72,2.5755,352.4299,0.206908473,1.145174576
6.523,0.73,2.5755,352.5004,0.194176014,1.178458054
6.523,0.74,2.5755,352.5848,0.181771405,1.212518188
6.523,0.75,2.5755,352.685,0.16970058,1.247377062
6.523,0.76,2.5755,352.8033,0.157960556,1.283056591
6.523,0.77,2.5755,352.9423,0.1465562,1.319585486
6.523,0.78,2.5755,353.1052,0.135483237,1.356978829
6.523,0.79,2.5755,353.2956,0.124754236,1.395264013
6.523,0.8,2.5755,353.5178,0.114381702,1.434453374
6.523,0.81,2.5755,353.7771,0.104351006,1.474568482
6.523,0.82,2.5755,354.0797,0.094691807,1.515615026
6.523,0.83,2.5755,354.4329,0.085397576,1.557594993
6.523,0.84,2.5755,354.846,0.076488707,1.600500089
6.523,0.85,2.5755,355.3301,0.067957669,1.644308794
6.523,0.86,2.5755,355.8993,0.05984314,1.688975262
6.523,0.87,2.5755,356.571,0.052136938,1.734426923
6.523,0.88,2.5755,357.3676,0.044868198,1.780551898
6.523,0.89,2.5755,358.3178,0.038056574,1.8271797
6.523,0.9,2.5755,359.4596,0.031711823,1.874062697
6.523,0.91,2.5755,360.8435,0.02586266,1.920832605
6.523,0.92,2.5755,362.5386,0.020537651,1.966954302
6.523,0.93,2.5755,364.6419,0.015755232,2.011637695
6.523,0.94,2.5755,367.2937,0.011562891,2.05370698
6.523,0.95,2.5755,370.7044,0.00796817,2.091372583
6.523,0.96,2.5755,375.204,0.005027342,2.121859063
6.523,0.97,2.5755,381.337,0.002756198,2.140718892
6.523,0.98,2.5755,390.063,0.001169316,2.140600139
6.523,0.99,2.5755,403.159,0.000269964,2.10920906
6.523,1.0,2.5755,423.805,0.0,2.028266661
1.4311,0.0,4.0464,353.9317,2.658397665,0.0
1.4311,0.01,4.0464,346.8984,2.638871598,0.000389924
1.4311,0.02,4.0464,342.0031,2.600650571,0.001588737
1.4311,0.03,4.0464,338.4561,2.55142758,0.003583571
1.4311,0.04,4.0464,335.8084,2.495797133,0.006369671
1.4311,0.05,4.0464,333.7872,2.436582627,0.009910726
1.4311,0.06,4.0464,332.2174,2.375556705,0.014159283
1.4311,0.07,4.0464,330.9822,2.31389094,0.019086685
1.4311,0.08,4.0464,330.0002,2.252324949,0.024653587
1.4311,0.09,4.0464,329.2138,2.191365223,0.030829839
1.4311,0.1,4.0464,328.5811,2.131325724,0.03758476
1.4311,0.11,4.0464,328.0691,2.072421962,0.044896881
1.4311,0.12,4.0464,327.6553,2.014775012,0.052734755
1.4311,0.13,4.0464,327.5518,1.998464648,0.055075134
1.4311,0.14,4.0464,327.5518,1.998467359,0.055075134
1.4311,0.15,4.0464,327.5518,1.998468714,0.055075134
1.4311,0.16,4.0464,327.5518,1.998468714,0.055075134
1.4311,0.17,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.18,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.19,4.0464,327.5518,1.99847007,0.055075134
1.4311,0.2,4.0464,327.5518,1.99847007,0.055075134
