r_1,q_1,x_1,r_2,q_2,x_2,T,gamma_1,gamma_2
6.523,5.476,0.23,3.9228,2.968,0.77,388.703,0.177819772,0.022974064
6.523,5.476,0.24,3.9228,2.968,0.76,388.935,0.171681822,0.024819434
6.523,5.476,0.25,3.9228,2.968,0.75,389.17,0.165700862,0.026710088
6.523,5.476,0.26,3.9228,2.968,0.74,389.407,0.159862905,0.028655482
6.523,5.476,0.27,3.9228,2.968,0.73,389.647,0.154187822,0.030655288
6.523,5.476,0.28,3.9228,2.968,0.72,389.889,0.148644118,0.032699496
6.523,5.476,0.29,3.9228,2.968,0.71,390.134,0.143251499,0.034787825
6.523,5.476,0.3,3.9228,2.968,0.7,390.382,0.137995165,0.036919992
6.523,5.476,0.31,3.9228,2.968,0.69,390.633,0.132886185,0.039105322
6.523,5.476,0.32,3.9228,2.968,0.68,390.887,0.127900569,0.041333863
6.523,5.476,0.33,3.9228,2.968,0.67,391.145,0.123057987,0.043595744
6.523,5.476,0.34,3.9228,2.968,0.66,391.405,0.118342879,0.045900278
6.523,5.476,0.35,3.9228,2.968,0.65,391.669,0.11374824,0.048237631
6.523,5.476,0.36,3.9228,2.968,0.64,391.936,0.10929377,0.050617066
6.523,5.476,0.37,3.9228,2.968,0.63,392.207,0.104954433,0.053028788
6.523,5.476,0.38,3.9228,2.968,0.62,392.482,0.10073182,0.055472549
6.523,5.476,0.39,3.9228,2.968,0.61,392.76,0.096636572,0.057948102
6.523,5.476,0.4,3.9228,2.968,0.6,393.042,0.092652105,0.060464609
6.523,5.476,0.41,3.9228,2.968,0.59,393.329,0.088779812,0.062993578
6.523,5.476,0.42,3.9228,2.968,0.58,393.619,0.085030249,0.065562996
6.523,5.476,0.43,3.9228,2.968,0.57,393.914,0.081377201,0.068153853
6.523,5.476,0.44,3.9228,2.968,0.56,394.213,0.077840284,0.070775282
6.523,5.476,0.45,3.9228,2.968,0.55,394.517,0.074411498,0.073417734
6.523,5.476,0.46,3.9228,2.968,0.54,394.825,0.071082686,0.076081024
6.523,5.476,0.47,3.9228,2.968,0.53,395.138,0.067854891,0.078764969
6.523,5.476,0.48,3.9228,2.968,0.52,395.456,0.064729128,0.081469382
6.523,5.476,0.49,3.9228,2.968,0.51,395.78,0.061706389,0.084194079
6.523,5.476,0.5,3.9228,2.968,0.5,396.108,0.058768783,0.086938874
6.523,5.476,0.51,3.9228,2.968,0.49,396.442,0.055926544,0.089703583
6.523,5.476,0.52,3.9228,2.968,0.48,396.781,0.053180512,0.092478903
6.523,5.476,0.53,3.9228,2.968,0.47,397.126,0.050531504,0.095264724
6.523,5.476,0.54,3.9228,2.968,0.46,397.477,0.047961249,0.098070004
6.523,5.476,0.55,3.9228,2.968,0.45,397.834,0.045479929,0.100885518
6.523,5.476,0.56,3.9228,2.968,0.44,398.197,0.043088225,0.103711156
6.523,5.476,0.57,3.9228,2.968,0.43,398.566,0.040777194,0.106546812
6.523,5.476,0.58,3.9228,2.968,0.42,398.942,0.03854741,0.109392377
6.523,5.476,0.59,3.9228,2.968,0.41,399.325,0.036399429,0.112247744
6.523,5.476,0.6,3.9228,2.968,0.4,399.714,0.034324129,0.115103894
6.523,5.476,0.61,3.9228,2.968,0.39,400.11,0.032331653,0.117969685
6.523,5.476,0.62,3.9228,2.968,0.38,400.514,0.030412806,0.12084501
6.523,5.476,0.63,3.9228,2.968,0.37,400.925,0.02856802,0.123712091
6.523,5.476,0.64,3.9228,2.968,0.36,401.344,0.026787977,0.126588597
6.523,5.476,0.65,3.9228,2.968,0.35,401.77,0.025092533,0.129474424
6.523,5.476,0.66,3.9228,2.968,0.34,402.205,0.02345282,0.132351947
6.523,5.476,0.67,3.9228,2.968,0.33,402.648,0.021888685,0.135229949
6.523,5.476,0.68,3.9228,2.968,0.32,403.099,0.02039069,0.138108402
6.523,5.476,0.69,3.9228,2.968,0.31,403.559,0.018959134,0.140978593
6.523,5.476,0.7,3.9228,2.968,0.3,404.029,0.017594308,0.14385789
6.523,5.476,0.71,3.9228,2.968,0.29,404.507,0.01628665,0.146720286
6.523,5.476,0.72,3.9228,2.968,0.28,404.995,0.015036385,0.149583122
6.523,5.476,0.73,3.9228,2.968,0.27,405.492,0.013853594,0.152437785
6.523,5.476,0.74,3.9228,2.968,0.26,406.0,0.012718772,0.155284323
6.523,5.476,0.75,3.9228,2.968,0.25,406.518,0.011651853,0.158131318
6.523,5.476,0.76,3.9228,2.968,0.24,407.046,0.010633266,0.160961718
6.523,5.476,0.77,3.9228,2.968,0.23,407.586,0.009673065,0.163784129
6.523,5.476,0.78,3.9228,2.968,0.22,408.136,0.008761506,0.166590131
6.523,5.476,0.79,3.9228,2.968,0.21,408.698,0.007908644,0.169388281
6.523,5.476,0.8,3.9228,2.968,0.2,409.272,0.007104702,0.172170206
6.523,5.476,0.81,3.9228,2.968,0.19,409.858,0.006349797,0.174944412
6.523,5.476,0.82,3.9228,2.968,0.18,410.456,0.005644042,0.177702572
6.523,5.476,0.83,3.9228,2.968,0.17,411.067,0.004987542,0.180436448
6.523,5.476,0.84,3.9228,2.968,0.16,411.691,0.004370436,0.183162869
6.523,5.476,0.85,3.9228,2.968,0.15,412.329,0.00380276,0.18586527
6.523,5.476,0.86,3.9228,2.968,0.14,412.981,0.0032846,0.188552107
6.523,5.476,0.87,3.9228,2.968,0.13,413.647,0.002796087,0.191215224
6.523,5.476,0.88,3.9228,2.968,0.12,414.327,0.002367196,0.193854793
6.523,5.476,0.89,3.9228,2.968,0.11,415.023,0.001968062,0.196479196
6.523,5.476,0.9,3.9228,2.968,0.1,415.734,0.001608705,0.199080341
6.523,5.476,0.91,3.9228,2.968,0.09,416.462,0.001289169,0.201658389
6.523,5.476,0.92,3.9228,2.968,0.08,417.206,0.00100949,0.20420535
6.523,5.476,0.93,3.9228,2.968,0.07,417.966,0.000759711,0.206729576
6.523,5.476,0.94,3.9228,2.968,0.06,418.744,0.000559843,0.20922311
6.523,5.476,0.95,3.9228,2.968,0.05,419.54,0.000379928,0.211694258
6.523,5.476,0.96,3.9228,2.968,0.04,420.354,0.000239971,0.214135097
6.523,5.476,0.97,3.9228,2.968,0.03,421.187,0.000129992,0.216537781
6.523,5.476,0.98,3.9228,2.968,0.02,422.04,5.9998e-05,0.218918639
6.523,5.476,0.99,3.9228,2.968,0.01,422.912,2e-05,0.221261782
6.523,5.476,1.0,3.9228,2.968,0.0,423.805,0.0,0.223575458
3.1878,2.4,0.0,5.8486,4.936,1.0,398.839,0.229403914,0.0
3.1878,2.4,0.01,5.8486,4.936,0.99,397.718,0.228250489,1e-05
3.1878,2.4,0.02,5.8486,4.936,0.98,396.624,0.22703995,3.9999e-05
3.1878,2.4,0.03,5.8486,4.936,0.97,395.558,0.225772094,8.9996e-05
3.1878,2.4,0.04,5.8486,4.936,0.96,394.518,0.224454691,0.000169986
3.1878,2.4,0.05,5.8486,4.936,0.95,393.504,0.22308755,0.000269964
3.1878,2.4,0.06,5.8486,4.936,0.94,392.515,0.221670467,0.00039992
3.1878,2.4,0.07,5.8486,4.936,0.93,391.55,0.220195209,0.000549849
3.1878,2.4,0.08,5.8486,4.936,0.92,390.609,0.218677594,0.000729734
3.1878,2.4,0.09,5.8486,4.936,0.91,389.691,0.217109382,0.000939558
3.1878,2.4,0.1,5.8486,4.936,0.9,388.795,0.21549034,0.001179304
3.1878,2.4,0.11,5.8486,4.936,0.89,387.921,0.213820224,0.00144895
3.1878,2.4,0.12,5.8486,4.936,0.88,387.069,0.212106871,0.001758453
3.1878,2.4,0.13,5.8486,4.936,0.87,386.236,0.210350063,0.002087819
3.1878,2.4,0.14,5.8486,4.936,0.86,385.424,0.208541458,0.002466955
3.1878,2.4,0.15,5.8486,4.936,0.85,384.631,0.206697046,0.002875861
3.1878,2.4,0.16,5.8486,4.936,0.84,383.857,0.204800339,0.003334435
3.1878,2.4,0.17,5.8486,4.936,0.83,383.101,0.202859208,0.003822684
3.1878,2.4,0.18,5.8486,4.936,0.82,382.362,0.200881582,0.004360479
3.1878,2.4,0.19,5.8486,4.936,0.81,381.641,0.198859055,0.004937789
3.1878,2.4,0.2,5.8486,4.936,0.8,380.937,0.196791362,0.005554545
3.1878,2.4,0.21,5.8486,4.936,0.79,380.249,0.194686462,0.006220612
3.1878,2.4,0.22,5.8486,4.936,0.78,379.577,0.192544128,0.006945822
3.1878,2.4,0.23,5.8486,4.936,0.77,378.92,0.190355862,0.0077102
3.1878,2.4,0.24,5.8486,4.936,0.76,378.278,0.188137942,0.008533486
3.1878,2.4,0.25,5.8486,4.936,0.75,377.651,0.185873574,0.009415534
3.1878,2.4,0.26,5.8486,4.936,0.74,377.038,0.183579099,0.010346292
3.1878,2.4,0.27,5.8486,4.936,0.73,376.438,0.181237636,0.01133551
3.1878,2.4,0.28,5.8486,4.936,0.72,375.852,0.178865592,0.01239289
3.1878,2.4,0.29,5.8486,4.936,0.71,375.279,0.176462761,0.01350835
3.1878,2.4,0.3,5.8486,4.936,0.7,374.718,0.174020532,0.014691549
3.1878,2.4,0.31,5.8486,4.936,0.69,374.17,0.171547053,0.015932403
3.1878,2.4,0.32,5.8486,4.936,0.68,373.634,0.169033662,0.017260182
3.1878,2.4,0.33,5.8486,4.936,0.67,373.1093,0.166497006,0.018645095
3.1878,2.4,0.34,5.8486,4.936,0.66,372.596,0.163919948,0.020116304
3.1878,2.4,0.35,5.8486,4.936,0.65,372.0938,0.16131921,0.02166364
3.1878,2.4,0.36,5.8486,4.936,0.64,371.6023,0.158686094,0.023286747
3.1878,2.4,0.37,5.8486,4.936,0.63,371.1212,0.156020359,0.024995006
3.1878,2.4,0.38,5.8486,4.936,0.62,370.6504,0.153330343,0.026787977
3.1878,2.4,0.39,5.8486,4.936,0.61,370.1894,0.150607266,0.028674917
3.1878,2.4,0.4,5.8486,4.936,0.6,369.7381,0.147859503,0.030655288
3.1878,2.4,0.41,5.8486,4.936,0.59,369.2962,0.14509552,0.032728531
3.1878,2.4,0.42,5.8486,4.936,0.58,368.8635,0.142297855,0.034903716
3.1878,2.4,0.43,5.8486,4.936,0.57,368.4398,0.139474945,0.037180171
3.1878,2.4,0.44,5.8486,4.936,0.56,368.0247,0.136626598,0.039557195
3.1878,2.4,0.45,5.8486,4.936,0.55,367.6181,0.133761366,0.042053236
3.1878,2.4,0.46,5.8486,4.936,0.54,367.2198,0.130879128,0.044657828
3.1878,2.4,0.47,5.8486,4.936,0.53,366.8295,0.127970962,0.047389183
3.1878,2.4,0.48,5.8486,4.936,0.52,366.4471,0.125045489,0.050236736
3.1878,2.4,0.49,5.8486,4.936,0.51,366.0723,0.122093731,0.053208958
3.1878,2.4,0.5,5.8486,4.936,0.5,365.7049,0.119133235,0.056314169
3.1878,2.4,0.51,5.8486,4.936,0.49,365.3449,0.116155045,0.059560526
3.1878,2.4,0.52,5.8486,4.936,0.48,364.9918,0.113167958,0.06293724
3.1878,2.4,0.53,5.8486,4.936,0.47,364.6457,0.110162965,0.066471028
3.1878,2.4,0.54,5.8486,4.936,0.46,364.3063,0.107148916,0.070141545
3.1878,2.4,0.55,5.8486,4.936,0.45,363.9734,0.104125754,0.073975106
3.1878,2.4,0.56,5.8486,4.936,0.44,363.6469,0.101084386,0.077969791
3.1878,2.4,0.57,5.8486,4.936,0.43,363.3266,0.098042806,0.08213283
3.1878,2.4,0.58,5.8486,4.936,0.42,363.0123,0.095001041,0.086471231
3.1878,2.4,0.59,5.8486,4.936,0.41,362.7038,0.091949995,0.090991778
3.1878,2.4,0.6,5.8486,4.936,0.4,362.4011,0.088898761,0.095691925
3.1878,2.4,0.61,5.8486,4.936,0.39,362.1039,0.085838189,0.100587141
3.1878,2.4,0.62,5.8486,4.936,0.38,361.8121,0.082786632,0.105674466
3.1878,2.4,0.63,5.8486,4.936,0.37,361.5255,0.079744202,0.11097771
3.1878,2.4,0.64,5.8486,4.936,0.36,361.244,0.076701748,0.116493315
3.1878,2.4,0.65,5.8486,4.936,0.35,360.9675,0.0736593,0.122226482
3.1878,2.4,0.66,5.8486,4.936,0.34,360.6957,0.070635522,0.128190908
3.1878,2.4,0.67,5.8486,4.936,0.33,360.4286,0.067621265,0.134399765
3.1878,2.4,0.68,5.8486,4.936,0.32,360.166,0.064626017,0.140848309
3.1878,2.4,0.69,5.8486,4.936,0.31,359.9077,0.061640576,0.147557564
3.1878,2.4,0.7,5.8486,4.936,0.3,359.6537,0.058683916,0.154530608
3.1878,2.4,0.71,5.8486,4.936,0.29,359.4037,0.055746863,0.161787162
3.1878,2.4,0.72,5.8486,4.936,0.28,359.1576,0.052829614,0.169320745
3.1878,2.4,0.73,5.8486,4.936,0.27,358.9153,0.049951394,0.177149873
3.1878,2.4,0.74,5.8486,4.936,0.26,358.6766,0.047093488,0.18529214
3.1878,2.4,0.75,5.8486,4.936,0.25,358.4414,0.044284792,0.193755934
3.1878,2.4,0.76,5.8486,4.936,0.24,358.2096,0.04150656,0.20254893
3.1878,2.4,0.77,5.8486,4.936,0.23,357.981,0.038768688,0.211686165
3.1878,2.4,0.78,5.8486,4.936,0.22,357.7554,0.036081175,0.221173612
3.1878,2.4,0.79,5.8486,4.936,0.21,357.5328,0.033444447,0.23104029
3.1878,2.4,0.8,5.8486,4.936,0.2,357.313,0.030868624,0.241289906
3.1878,2.4,0.81,5.8486,4.936,0.19,357.0958,0.028344473,0.251940899
3.1878,2.4,0.82,5.8486,4.936,0.18,356.8811,0.025891893,0.26301021
3.1878,2.4,0.83,5.8486,4.936,0.17,356.6687,0.02350166,0.274505643
3.1878,2.4,0.84,5.8486,4.936,0.16,356.4586,0.021193816,0.286456322
3.1878,2.4,0.85,5.8486,4.936,0.15,356.2505,0.018959134,0.298874206
3.1878,2.4,0.86,5.8486,4.936,0.14,356.0443,0.016817785,0.311776945
3.1878,2.4,0.87,5.8486,4.936,0.13,355.8399,0.014760525,0.325180149
3.1878,2.4,0.88,5.8486,4.936,0.12,355.6371,0.012807631,0.339111608
3.1878,2.4,0.89,5.8486,4.936,0.11,355.4358,0.010959722,0.353596209
3.1878,2.4,0.9,5.8486,4.936,0.1,355.2359,0.009227297,0.368642052
3.1878,2.4,0.91,5.8486,4.936,0.09,355.0371,0.007610963,0.384282329
3.1878,2.4,0.92,5.8486,4.936,0.08,354.8394,0.006131166,0.400539665
3.1878,2.4,0.93,5.8486,4.936,0.07,354.6425,0.004778564,0.417439791
3.1878,2.4,0.94,5.8486,4.936,0.06,354.4465,0.003583571,0.435010965
3.1878,2.4,0.95,5.8486,4.936,0.05,354.251,0.00253678,0.453277016
3.1878,2.4,0.96,5.8486,4.936,0.04,354.056,0.001658624,0.472263574
3.1878,2.4,0.97,5.8486,4.936,0.03,353.8614,0.000949549,0.492015823
3.1878,2.4,0.98,5.8486,4.936,0.02,353.667,0.000429908,0.512554129
3.1878,2.4,0.99,5.8486,4.936,0.01,353.4728,0.000109994,0.533916955
3.1878,2.4,1.0,5.8486,4.936,0.0,353.2785,0.0,0.556135453
5.8486,4.936,0.0,3.1878,2.4,1.0,353.2785,0.556135453,0.0
5.8486,4.936,0.01,3.1878,2.4,0.99,353.4728,0.533916955,0.000109994
5.8486,4.936,0.02,3.1878,2.4,0.98,353.667,0.512554129,0.000429908
5.8486,4.936,0.03,3.1878,2.4,0.97,353.8614,0.492015823,0.000949549
5.8486,4.936,0.04,3.1878,2.4,0.96,354.056,0.472263574,0.001658624
5.8486,4.936,0.05,3.1878,2.4,0.95,354.251,0.453277016,0.00253678
5.8486,4.936,0.06,3.1878,2.4,0.94,354.4465,0.435010965,0.003583571
5.8486,4.936,0.07,3.1878,2.4,0.93,354.6425,0.417439791,0.004778564
5.8486,4.936,0.08,3.1878,2.4,0.92,354.8394,0.400539665,0.006131166
5.8486,4.936,0.09,3.1878,2.4,0.91,355.0371,0.384282329,0.007610963
5.8486,4.936,0.1,3.1878,2.4,0.9,355.2359,0.368642052,0.009227297
5.8486,4.936,0.11,3.1878,2.4,0.89,355.4358,0.353596209,0.010959722
5.8486,4.936,0.12,3.1878,2.4,0.88,355.6371,0.339111608,0.012807631
5.8486,4.936,0.13,3.1878,2.4,0.87,355.8399,0.325180149,0.014760525
5.8486,4.936,0.14,3.1878,2.4,0.86,356.0443,0.311776945,0.016817785
5.8486,4.936,0.15,3.1878,2.4,0.85,356.2505,0.298874206,0.018959134
5.8486,4.936,0.16,3.1878,2.4,0.84,356.4586,0.286456322,0.021193816
5.8486,4.936,0.17,3.1878,2.4,0.83,356.6687,0.274505643,0.02350166
5.8486,4.936,0.18,3.1878,2.4,0.82,356.8811,0.26301021,0.025891893
5.8486,4.936,0.19,3.1878,2.4,0.81,357.0958,0.251940899,0.028344473
5.8486,4.936,0.2,3.1878,2.4,0.8,357.313,0.241289906,0.030868624
5.8486,4.936,0.21,3.1878,2.4,0.79,357.5328,0.23104029,0.033444447
5.8486,4.936,0.22,3.1878,2.4,0.78,357.7554,0.221173612,0.036081175
5.8486,4.936,0.23,3.1878,2.4,0.77,357.981,0.211686165,0.038768688
5.8486,4.936,0.24,3.1878,2.4,0.76,358.2096,0.20254893,0.04150656
5.8486,4.936,0.25,3.1878,2.4,0.75,358.4414,0.193755934,0.044284792
5.8486,4.936,0.26,3.1878,2.4,0.74,358.6766,0.18529214,0.047093488
5.8486,4.936,0.27,3.1878,2.4,0.73,358.9153,0.177149873,0.049951394
5.8486,4.936,0.28,3.1878,2.4,0.72,359.1576,0.169320745,0.052829614
5.8486,4.936,0.29,3.1878,2.4,0.71,359.4037,0.161787162,0.055746863
5.8486,4.936,0.3,3.1878,2.4,0.7,359.6537,0.154530608,0.058683916
5.8486,4.936,0.31,3.1878,2.4,0.69,359.9077,0.147557564,0.061640576
5.8486,4.936,0.32,3.1878,2.4,0.68,360.166,0.140848309,0.064626017
5.8486,4.936,0.33,3.1878,2.4,0.67,360.4286,0.134399765,0.067621265
5.8486,4.936,0.34,3.1878,2.4,0.66,360.6957,0.128190908,0.070635522
5.8486,4.936,0.35,3.1878,2.4,0.65,360.9675,0.122226482,0.0736593
5.8486,4.936,0.36,3.1878,2.4,0.64,361.244,0.116493315,0.076701748
5.8486,4.936,0.37,3.1878,2.4,0.63,361.5255,0.11097771,0.079744202
5.8486,4.936,0.38,3.1878,2.4,0.62,361.8121,0.105674466,0.082786632
5.8486,4.936,0.39,3.1878,2.4,0.61,362.1039,0.100587141,0.085838189
5.8486,4.936,0.4,3.1878,2.4,0.6,362.4011,0.095691925,0.088898761
5.8486,4.936,0.41,3.1878,2.4,0.59,362.7038,0.090991778,0.091949995
5.8486,4.936,0.42,3.1878,2.4,0.58,363.0123,0.086471231,0.095001041
5.8486,4.936,0.43,3.1878,2.4,0.57,363.3266,0.08213283,0.098042806
5.8486,4.936,0.44,3.1878,2.4,0.56,363.6469,0.077969791,0.101084386
5.8486,4.936,0.45,3.1878,2.4,0.55,363.9734,0.073975106,0.104125754
5.8486,4.936,0.46,3.1878,2.4,0.54,364.3063,0.070141545,0.107148916
5.8486,4.936,0.47,3.1878,2.4,0.53,364.6457,0.066471028,0.110162965
5.8486,4.936,0.48,3.1878,2.4,0.52,364.9918,0.06293724,0.113167958
5.8486,4.936,0.49,3.1878,2.4,0.51,365.3449,0.059560526,0.116155045
5.8486,4.936,0.5,3.1878,2.4,0.5,365.7049,0.056314169,0.119133235
5.8486,4.936,0.51,3.1878,2.4,0.49,366.0723,0.053208958,0.122093731
5.8486,4.936,0.52,3.1878,2.4,0.48,366.4471,0.050236736,0.125045489
5.8486,4.936,0.53,3.1878,2.4,0.47,366.8295,0.047389183,0.127970962
5.8486,4.936,0.54,3.1878,2.4,0.46,367.2198,0.044657828,0.130879128
5.8486,4.936,0.55,3.1878,2.4,0.45,367.6181,0.042053236,0.133761366
5.8486,4.936,0.56,3.1878,2.4,0.44,368.0247,0.039557195,0.136626598
5.8486,4.936,0.57,3.1878,2.4,0.43,368.4398,0.037180171,0.139474945
5.8486,4.936,0.58,3.1878,2.4,0.42,368.8635,0.034903716,0.142297855
5.8486,4.936,0.59,3.1878,2.4,0.41,369.2962,0.032728531,0.14509552
5.8486,4.936,0.6,3.1878,2.4,0.4,369.7381,0.030655288,0.147859503
5.8486,4.936,0.61,3.1878,2.4,0.39,370.1894,0.028674917,0.150607266
5.8486,4.936,0.62,3.1878,2.4,0.38,370.6504,0.026787977,0.153330343
5.8486,4.936,0.63,3.1878,2.4,0.37,371.1212,0.024995006,0.156020359
5.8486,4.936,0.64,3.1878,2.4,0.36,371.6023,0.023286747,0.158686094
5.8486,4.936,0.65,3.1878,2.4,0.35,372.0938,0.02166364,0.16131921
5.8486,4.936,0.66,3.1878,2.4,0.34,372.596,0.020116304,0.163919948
5.8486,4.936,0.67,3.1878,2.4,0.33,373.1093,0.018645095,0.166497006
5.8486,4.936,0.68,3.1878,2.4,0.32,373.634,0.017260182,0.169033662
5.8486,4.936,0.69,3.1878,2.4,0.31,374.17,0.015932403,0.171547053
5.8486,4.936,0.7,3.1878,2.4,0.3,374.718,0.014691549,0.174020532
5.8486,4.936,0.71,3.1878,2.4,0.29,375.279,0.01350835,0.176462761
5.8486,4.936,0.72,3.1878,2.4,0.28,375.852,0.01239289,0.178865592
5.8486,4.936,0.73,3.1878,2.4,0.27,376.438,0.01133551,0.181237636
5.8486,4.936,0.74,3.1878,2.4,0.26,377.038,0.010346292,0.183579099
5.8486,4.936,0.75,3.1878,2.4,0.25,377.651,0.009415534,0.185873574
5.8486,4.936,0.76,3.1878,2.4,0.24,378.278,0.008533486,0.188137942
5.8486,4.936,0.77,3.1878,2.4,0.23,378.92,0.0077102,0.190355862
5.8486,4.936,0.78,3.1878,2.4,0.22,379.577,0.006945822,0.192544128
5.8486,4.936,0.79,3.1878,2.4,0.21,380.249,0.006220612,0.194686462
5.8486,4.936,0.8,3.1878,2.4,0.2,380.937,0.005554545,0.196791362
5.8486,4.936,0.81,3.1878,2.4,0.19,381.641,0.004937789,0.198859055
5.8486,4.936,0.82,3.1878,2.4,0.18,382.362,0.004360479,0.200881582
5.8486,4.936,0.83,3.1878,2.4,0.17,383.101,0.003822684,0.202859208
5.8486,4.936,0.84,3.1878,2.4,0.16,383.857,0.003334435,0.204800339
5.8486,4.936,0.85,3.1878,2.4,0.15,384.631,0.002875861,0.206697046
5.8486,4.936,0.86,3.1878,2.4,0.14,385.424,0.002466955,0.208541458
5.8486,4.936,0.87,3.1878,2.4,0.13,386.236,0.002087819,0.210350063
5.8486,4.936,0.88,3.1878,2.4,0.12,387.069,0.001758453,0.212106871
5.8486,4.936,0.89,3.1878,2.4,0.11,387.921,0.00144895,0.213820224
5.8486,4.936,0.9,3.1878,2.4,0.1,388.795,0.001179304,0.21549034
5.8486,4.936,0.91,3.1878,2.4,0.09,389.691,0.000939558,0.217109382
5.8486,4.936,0.92,3.1878,2.4,0.08,390.609,0.000729734,0.218677594
5.8486,4.936,0.93,3.1878,2.4,0.07,391.55,0.000549849,0.220195209
5.8486,4.936,0.94,3.1878,2.4,0.06,392.515,0.00039992,0.221670467
5.8486,4.936,0.95,3.1878,2.4,0.05,393.504,0.000269964,0.22308755
5.8486,4.936,0.96,3.1878,2.4,0.04,394.518,0.000169986,0.224454691
5.8486,4.936,0.97,3.1878,2.4,0.03,395.558,8.9996e-05,0.225772094
5.8486,4.936,0.98,3.1878,2.4,0.02,396.624,3.9999e-05,0.22703995
5.8486,4.936,0.99,3.1878,2.4,0.01,397.718,1e-05,0.228250489
5.8486,4.936,1.0,3.1878,2.4,0.0,398.839,0.0,0.229403914
3.9228,2.968,0.0,5.3952,4.32,1.0,424.268,0.228616547,0.0
3.9228,2.968,0.01,5.3952,4.32,0.99,423.323,0.225189457,2e-05
3.9228,2.968,0.02,5.3952,4.32,0.98,422.403,0.221750582,7.9997e-05
3.9228,2.968,0.03,5.3952,4.32,0.97,421.509,0.218291801,0.000189982
3.9228,2.968,0.04,5.3952,4.32,0.96,420.64,0.214829082,0.000329946
3.9228,2.968,0.05,5.3952,4.32,0.95,419.794,0.211354331,0.000519865
3.9228,2.968,0.06,5.3952,4.32,0.94,418.97,0.207867464,0.000759711
3.9228,2.968,0.07,5.3952,4.32,0.93,418.168,0.204384699,0.00102947
3.9228,2.968,0.08,5.3952,4.32,0.92,417.387,0.200889762,0.001359076
3.9228,2.968,0.09,5.3952,4.32,0.91,416.627,0.197390777,0.001728505
3.9228,2.968,0.1,5.3952,4.32,0.9,415.885,0.193895981,0.002137713
3.9228,2.968,0.11,5.3952,4.32,0.89,415.163,0.19040546,0.0026066
3.9228,2.968,0.12,5.3952,4.32,0.88,414.458,0.186911009,0.003115143
3.9228,2.968,0.13,5.3952,4.32,0.87,413.771,0.183420952,0.003673245
3.9228,2.968,0.14,5.3952,4.32,0.86,413.101,0.179935379,0.004270867
3.9228,2.968,0.15,5.3952,4.32,0.85,412.447,0.176462761,0.004927838
3.9228,2.968,0.16,5.3952,4.32,0.84,411.809,0.172994865,0.005634099
3.9228,2.968,0.17,5.3952,4.32,0.83,411.185,0.169531782,0.006389543
3.9228,2.968,0.18,5.3952,4.32,0.82,410.576,0.166082074,0.007194061
3.9228,2.968,0.19,5.3952,4.32,0.81,409.981,0.162645921,0.008057451
3.9228,2.968,0.2,5.3952,4.32,0.8,409.4,0.159223506,0.008959741
3.9228,2.968,0.21,5.3952,4.32,0.79,408.832,0.155815008,0.009920627
3.9228,2.968,0.22,5.3952,4.32,0.78,408.276,0.152420613,0.01093994
3.9228,2.968,0.23,5.3952,4.32,0.77,407.732,0.149049118,0.012007619
3.9228,2.968,0.24,5.3952,4.32,0.76,407.201,0.145683506,0.013123509
3.9228,2.968,0.25,5.3952,4.32,0.75,406.68,0.142349895,0.014297305
3.9228,2.968,0.26,5.3952,4.32,0.74,406.171,0.139022539,0.015528802
3.9228,2.968,0.27,5.3952,4.32,0.73,405.672,0.135727729,0.016807952
3.9228,2.968,0.28,5.3952,4.32,0.72,405.183,0.132448306,0.01814439
3.9228,2.968,0.29,5.3952,4.32,0.71,404.704,0.129193246,0.019537886
3.9228,2.968,0.3,5.3952,4.32,0.7,404.235,0.125962823,0.020988199
3.9228,2.968,0.31,5.3952,4.32,0.69,403.776,0.12275731,0.022495078
3.9228,2.968,0.32,5.3952,4.32,0.68,403.325,0.119576981,0.024058265
3.9228,2.968,0.33,5.3952,4.32,0.67,402.882,0.11642211,0.025677493
3.9228,2.968,0.34,5.3952,4.32,0.66,402.449,0.113301899,0.027362217
3.9228,2.968,0.35,5.3952,4.32,0.65,402.023,0.110198792,0.029092674
3.9228,2.968,0.36,5.3952,4.32,0.64,401.605,0.107130948,0.030888016
3.9228,2.968,0.37,5.3952,4.32,0.63,401.195,0.10409872,0.032738209
3.9228,2.968,0.38,5.3952,4.32,0.62,400.792,0.101084386,0.034652603
3.9228,2.968,0.39,5.3952,4.32,0.61,400.396,0.098115333,0.036621183
3.9228,2.968,0.4,5.3952,4.32,0.6,400.007,0.095164715,0.038653244
3.9228,2.968,0.41,5.3952,4.32,0.59,399.625,0.092260078,0.040748392
3.9228,2.968,0.42,5.3952,4.32,0.58,399.249,0.089383561,0.042896641
3.9228,2.968,0.43,5.3952,4.32,0.57,398.88,0.086544601,0.045116759
3.9228,2.968,0.44,5.3952,4.32,0.56,398.516,0.083734347,0.047389183
3.9228,2.968,0.45,5.3952,4.32,0.55,398.159,0.080962285,0.049723062
3.9228,2.968,0.46,5.3952,4.32,0.54,397.807,0.078228756,0.052117954
3.9228,2.968,0.47,5.3952,4.32,0.53,397.461,0.075534098,0.054573409
3.9228,2.968,0.48,5.3952,4.32,0.52,397.12,0.072869348,0.057098412
3.9228,2.968,0.49,5.3952,4.32,0.51,396.784,0.07025341,0.059683002
3.9228,2.968,0.5,5.3952,4.32,0.5,396.453,0.06767734,0.062326702
